run_id,started_utc,language,variant,repeat,particles,measured_frames,warmup_frames,theta,seed,requested_threads,effective_threads,input,tree_ms_per_frame,force_update_ms_per_frame,cleanup_ms_per_frame,total_ms_per_frame,total_run_ms,version,commit,log
timing_theta_0p1,2026-08-26T07:53:03Z,cpp,v3,1,10000,3,1,0.1,1337,16,1,results/manuscript/v1.1.2/fig1/input_10000_seed1337.txt,1.224400,175.673367,0.000000,176.897766667,530.693300,1.1.2,c270e2c0ecc91c1153ec0fc4d0a440ff1e38dcb0,results/manuscript/v1.1.2/fig1/timing_theta_0p1/logs/cpp_v3_1.log
timing_theta_0p1,2026-08-26T07:53:04Z,cpp,v3,2,10000,3,1,0.1,1337,16,1,results/manuscript/v1.1.2/fig1/input_10000_seed1337.txt,1.223267,178.668767,0.000000,179.892033333,539.676100,1.1.2,c270e2c0ecc91c1153ec0fc4d0a440ff1e38dcb0,results/manuscript/v1.1.2/fig1/timing_theta_0p1/logs/cpp_v3_2.log
timing_theta_0p1,2026-08-26T07:53:05Z,cpp,v3,3,10000,3,1,0.1,1337,16,1,results/manuscript/v1.1.2/fig1/input_10000_seed1337.txt,1.232200,179.336667,0.000000,180.568866667,541.706600,1.1.2,c270e2c0ecc91c1153ec0fc4d0a440ff1e38dcb0,results/manuscript/v1.1.2/fig1/timing_theta_0p1/logs/cpp_v3_3.log
timing_theta_0p1,2026-08-26T07:53:06Z,cpp,v3,4,10000,3,1,0.1,1337,16,1,results/manuscript/v1.1.2/fig1/input_10000_seed1337.txt,1.208433,180.810600,0.000000,182.019033333,546.057100,1.1.2,c270e2c0ecc91c1153ec0fc4d0a440ff1e38dcb0,results/manuscript/v1.1.2/fig1/timing_theta_0p1/logs/cpp_v3_4.log
timing_theta_0p1,2026-08-26T07:53:07Z,cpp,v3,5,10000,3,1,0.1,1337,16,1,results/manuscript/v1.1.2/fig1/input_10000_seed1337.txt,1.191667,177.537200,0.000000,178.728866667,536.186600,1.1.2,c270e2c0ecc91c1153ec0fc4d0a440ff1e38dcb0,results/manuscript/v1.1.2/fig1/timing_theta_0p1/logs/cpp_v3_5.log
timing_theta_0p1,2026-08-26T07:53:08Z,rust,v3,1,10000,3,1,0.1,1337,16,1,results/manuscript/v1.1.2/fig1/input_10000_seed1337.txt,1.3001,210.3121,0.0000,211.612200000,634.8366,1.1.2,c270e2c0ecc91c1153ec0fc4d0a440ff1e38dcb0,results/manuscript/v1.1.2/fig1/timing_theta_0p1/logs/rust_v3_1.log
timing_theta_0p1,2026-08-26T07:53:09Z,rust,v3,2,10000,3,1,0.1,1337,16,1,results/manuscript/v1.1.2/fig1/input_10000_seed1337.txt,1.3105,210.6835,0.0000,211.993966667,635.9819,1.1.2,c270e2c0ecc91c1153ec0fc4d0a440ff1e38dcb0,results/manuscript/v1.1.2/fig1/timing_theta_0p1/logs/rust_v3_2.log
timing_theta_0p1,2026-08-26T07:53:10Z,rust,v3,3,10000,3,1,0.1,1337,16,1,results/manuscript/v1.1.2/fig1/input_10000_seed1337.txt,1.3027,210.2635,0.0000,211.566200000,634.6986,1.1.2,c270e2c0ecc91c1153ec0fc4d0a440ff1e38dcb0,results/manuscript/v1.1.2/fig1/timing_theta_0p1/logs/rust_v3_3.log
timing_theta_0p1,2026-08-26T07:53:11Z,rust,v3,4,10000,3,1,0.1,1337,16,1,results/manuscript/v1.1.2/fig1/input_10000_seed1337.txt,1.3431,218.0874,0.0000,219.430500000,658.2915,1.1.2,c270e2c0ecc91c1153ec0fc4d0a440ff1e38dcb0,results/manuscript/v1.1.2/fig1/timing_theta_0p1/logs/rust_v3_4.log
timing_theta_0p1,2026-08-26T07:53:12Z,rust,v3,5,10000,3,1,0.1,1337,16,1,results/manuscript/v1.1.2/fig1/input_10000_seed1337.txt,1.2963,206.4294,0.0000,207.725733333,623.1772,1.1.2,c270e2c0ecc91c1153ec0fc4d0a440ff1e38dcb0,results/manuscript/v1.1.2/fig1/timing_theta_0p1/logs/rust_v3_5.log
